model,lead,fold,evaluation_window,metric,value,ci_lower,ci_upper,std,n_replicates
persistence,3,pooled,winter_only,acc,0.015761214130765647,-0.1546842723383282,0.18579383688475434,0.08525406744605521,1000
persistence,3,pooled,winter_only,msss_vs_climatology,-0.7347060202656865,-1.140180280015371,-0.4044624967888578,0.19071077505345466,1000
persistence,3,pooled,winter_only,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,3,pooled,winter_only,mae,1.1104414743957483,0.9723739431212461,1.247979566726605,0.06943293755783315,1000
lstm,3,pooled,winter_only,rmse,1.3509890917218863,1.2066841790856115,1.4778118179986848,0.0701322698291412,1000
lstm,3,pooled,winter_only,pearson_r,-0.11956912448420577,-0.2886779795235613,0.039237557437559176,0.0831755887876016,1000
lstm,3,pooled,winter_only,acc,-0.1061862238156095,-0.2758135820962474,0.05028450874413734,0.08372252648719362,1000
lstm,3,pooled,winter_only,msss_vs_climatology,-0.81452564144413,-1.2460594684355226,-0.488452355134092,0.19944918198587486,1000
lstm,3,pooled,winter_only,msss_vs_persistence,-0.04601334188384176,-0.36979879317820885,0.21343244408355846,0.15177108014541002,1000
climatology,3,pooled,all_months,mae,0.8250597535826331,0.7699451906546197,0.876555520109799,0.026741244550341086,1000
climatology,3,pooled,all_months,rmse,0.9935434216967928,0.932798204915293,1.0475830608612622,0.029500818504224053,1000
climatology,3,pooled,all_months,pearson_r,-0.21831631729974896,-0.30746321184291076,-0.12900939015660223,0.04599765013077212,1000
climatology,3,pooled,all_months,acc,,,,,1000
climatology,3,pooled,all_months,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,3,pooled,all_months,msss_vs_persistence,0.4344340337894934,0.35287028077241445,0.500509620916255,0.0368205746807959,1000
persistence,3,pooled,all_months,mae,1.0699189610293818,0.9915124196081356,1.1527479300707877,0.04153093576106859,1000
persistence,3,pooled,all_months,rmse,1.3211289779719837,1.2180641755432156,1.4243065459564968,0.051442305150529256,1000
persistence,3,pooled,all_months,pearson_r,0.039988059661376495,-0.062164886122973724,0.1220145880700094,0.048378708546342755,1000
persistence,3,pooled,all_months,acc,0.056499140102721446,-0.046180412622663466,0.1380318411412477,0.04811444794114019,1000
persistence,3,pooled,all_months,msss_vs_climatology,-0.7681403403750691,-1.0020405690445235,-0.5452852825397313,0.1140477877682311,1000
persistence,3,pooled,all_months,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,3,pooled,all_months,mae,1.0615647848664793,0.9690977510267257,1.1529816323227544,0.04740461250508946,1000
lstm,3,pooled,all_months,rmse,1.3018572072453725,1.2023674169800083,1.3973450689960996,0.050672423823703176,1000
lstm,3,pooled,all_months,pearson_r,-0.14667389931133273,-0.2625276524963325,-0.041135690462184765,0.05819640366086063,1000
lstm,3,pooled,all_months,acc,-0.12109030137344517,-0.23210157709466048,-0.014385973553416712,0.05689538063391827,1000
lstm,3,pooled,all_months,msss_vs_climatology,-0.7169316205341325,-0.925703614978756,-0.5212677452187574,0.10749813728885593,1000
